Wall time,Step,Value
1727338805.6625812,91,nan
1727340118.6347115,92,nan
1727341430.595238,93,nan
1727342739.1239073,94,nan
1727344050.5982554,95,nan
1727345371.6064181,96,nan
1727346686.975085,97,nan
1727348008.9664237,98,nan
1727349327.8694327,99,nan
1727350645.310799,100,nan
1727351957.435911,101,nan
1727353272.761142,102,nan
1727354587.1181586,103,nan
1727355899.4737725,104,nan
1727357199.8943775,105,nan
1727358660.2235057,106,nan
1727360131.5228338,107,nan
1727361597.882288,108,nan
1727363066.5047288,109,nan
1727364538.0015485,110,nan
1727365994.8204143,111,nan
1727367423.11576,112,nan
1727368737.5344229,113,nan
1727370053.8047457,114,nan
1727371368.8803008,115,nan
1727372681.8653963,116,nan
1727373994.7330809,117,nan
1727375310.2120502,118,nan
1727376621.503435,119,nan
1727377935.6714044,120,nan
1727379255.1979268,121,nan
1727380575.5185306,122,nan
1727381888.4101934,123,nan
1727383198.6442971,124,nan
1727384508.9746008,125,nan
1727385830.2164752,126,nan
1727387146.9703405,127,nan
1727388462.7280302,128,nan
1727389776.6273618,129,nan
1727391088.8909624,130,nan
1727392407.6964238,131,nan
1727393725.2277586,132,nan
1727395042.3513644,133,nan
1727396357.5533395,134,nan
1727397670.3773265,135,nan
1727398987.6948614,136,nan
1727400306.064085,137,nan
1727401620.4707975,138,nan
1727402938.0996077,139,nan
1727404253.3151593,140,nan
1727405569.1120818,141,nan
1727406890.432451,142,nan
1727408208.60058,143,nan
1727409528.7015398,144,nan
1727410837.9749422,145,nan
1727412154.6736884,146,nan
1727413465.05712,147,nan
1727414776.8288786,148,nan
1727416088.7070935,149,nan
1727417404.8286011,150,nan
1727418719.1648002,151,nan
1727420037.8774724,152,nan
1727421371.898764,153,nan
1727422695.8105361,154,nan
1727424017.9056547,155,nan
1727425345.759542,156,nan
1727426661.9822278,157,nan
1727427985.8750346,158,nan
1727429303.9843967,159,nan
1727430620.2558503,160,nan
1727431938.209741,161,nan
1727433205.3949573,162,nan
1727434624.4743817,163,nan
1727436102.246539,164,nan
1727437569.9451878,165,nan
1727439043.51697,166,nan
1727440518.1128814,167,nan
1727441992.4724731,168,nan
1727443465.941921,169,nan
1727444839.8160481,170,nan
1727446156.86015,171,nan
1727447469.6702707,172,nan
1727448787.0788054,173,nan
1727450099.7992597,174,nan
1727451412.9008372,175,nan
1727452721.923839,176,nan
1727454033.9304845,177,nan
1727455344.149254,178,nan
1727456657.3863626,179,nan
1727457973.4233878,180,nan
1727459293.6653855,181,nan
1727460612.1363049,182,nan
1727461928.0014062,183,nan
1727463245.0292928,184,nan
1727464558.654098,185,nan
1727465870.9897573,186,nan
1727467194.738604,187,nan
1727468510.3676488,188,nan
1727469826.1201801,189,nan
1727471147.5659916,190,nan
1727472464.7351384,191,nan
1727473779.4931908,192,nan
1727475104.738796,193,nan
1727476418.8823187,194,nan
1727477732.37689,195,nan
1727479044.521061,196,nan
1727480358.5309632,197,nan
1727481674.1237507,198,nan
1727482994.0109828,199,nan
1727484313.316328,200,nan
1727485627.8012533,201,nan
1727486942.1425052,202,nan
1727488259.3896964,203,nan
1727489572.7134402,204,nan
1727490891.393117,205,nan
1727492205.5501149,206,nan
1727493516.7259643,207,nan
1727494829.2131832,208,nan
1727496148.536202,209,nan
1727497462.921054,210,nan
1727498779.3080416,211,nan
1727500104.8809032,212,nan
1727501423.0341375,213,nan
1727502744.064392,214,nan
1727504062.4702446,215,nan
1727505385.0576985,216,nan
1727506700.7026634,217,nan
1727508017.9074347,218,nan
1727509335.092198,219,nan
1727510579.6085997,220,nan
1727512058.55839,221,nan
1727513529.9102151,222,nan
1727515010.824967,223,nan
1727516491.5778813,224,nan
1727517955.356274,225,nan
1727519430.0235662,226,nan
1727520906.2768583,227,nan
1727522225.878328,228,nan
1727523538.4144375,229,nan
1727524851.0499747,230,nan
1727526171.4250848,231,nan
1727527488.1664147,232,nan
1727528803.042662,233,nan
1727530123.3235598,234,nan
1727531441.2425494,235,nan
1727532760.540789,236,nan
1727534074.454391,237,nan
1727535391.7466972,238,nan
1727536714.7379043,239,nan
1727538029.294081,240,nan
1727539346.1070642,241,nan
1727540663.9343936,242,nan
1727541989.2068224,243,nan
1727543305.6310492,244,nan
1727544623.024291,245,nan
1727545940.5828948,246,nan
1727547262.2737815,247,nan
1727548581.189041,248,nan
1727549895.5883284,249,nan
1727551216.384724,250,nan
1727552535.3749518,251,nan
1727553850.4383717,252,nan
1727555165.678206,253,nan
1727556482.995909,254,nan
1727557795.1200345,255,nan
1727559106.1545584,256,nan
1727560423.895683,257,nan
1727561739.0733314,258,nan
1727563052.9588556,259,nan
1727564368.161481,260,nan
1727565680.9180236,261,nan
1727567003.979926,262,nan
1727568324.2367628,263,nan
1727569638.2429183,264,nan
1727570953.3568165,265,nan
1727572273.5569057,266,nan
1727573590.9863143,267,nan
1727574910.3276765,268,nan
1727576224.2479541,269,nan
1727577540.270016,270,nan
1727578864.620852,271,nan
1727580177.1200316,272,nan
1727581491.9709961,273,nan
1727582809.3665397,274,nan
1727584124.1678193,275,nan
1727585439.6953864,276,nan
1727586766.9179862,277,nan
1727588074.9906387,278,nan
1727589558.2459476,279,nan
1727591038.2704403,280,nan
1727592522.3094306,281,nan
1727594008.129649,282,nan
1727595476.9556773,283,nan
1727596966.035713,284,nan
1727598364.8982277,285,nan
1727599685.919072,286,nan
1727601009.1061063,287,nan
1727602328.5868402,288,nan
1727603651.6016643,289,nan
1727604972.96111,290,nan
1727606289.6714885,291,nan
1727607605.2799916,292,nan
1727608923.569666,293,nan
1727610241.6348224,294,nan
1727611562.7724938,295,nan
1727612880.9472203,296,nan
1727614199.3515487,297,nan
1727615516.4421675,298,nan
1727616834.8745778,299,nan
1727618153.0611067,300,nan
1727619476.8950539,301,nan
1727620795.6373715,302,nan
1727622118.3639627,303,nan
1727623436.8982918,304,nan
1727624753.9555411,305,nan
1727626071.4181275,306,nan
1727627393.3760417,307,nan
1727628711.0236824,308,nan
1727630027.9925961,309,nan
1727631345.5930026,310,nan
1727632666.9591064,311,nan
1727633980.6056678,312,nan
1727635297.6232493,313,nan
1727636615.6119788,314,nan
1727637934.8620675,315,nan
1727639257.6560068,316,nan
1727640577.8511455,317,nan
1727641899.897261,318,nan
1727643216.3354063,319,nan
1727644535.947796,320,nan
1727645857.7324758,321,nan
1727647176.6464477,322,nan
1727648495.4376278,323,nan
1727649811.729129,324,nan
1727651135.8303027,325,nan
1727652454.7463787,326,nan
1727653770.6392698,327,nan
1727655093.0085444,328,nan
1727656412.2513244,329,nan
1727657730.5612328,330,nan
1727659051.07679,331,nan
1727660374.8235598,332,nan
1727661695.2409678,333,nan
1727663022.6564946,334,nan
1727664269.92447,335,nan
1727665752.4872134,336,nan
1727667245.0882812,337,nan
1727668725.794053,338,nan
1727670212.902825,339,nan
1727671708.7712526,340,nan
1727673185.5722558,341,nan
1727674676.1620557,342,nan
1727675994.0224912,343,nan
1727677314.5128658,344,nan
1727678635.720712,345,nan
1727679960.1628215,346,nan
1727681278.2081888,347,nan
1727682594.9804826,348,nan
1727683914.6663024,349,nan
1727685229.361446,350,nan
1727686547.5342214,351,nan
1727687863.7609005,352,nan
1727689178.0754938,353,nan
1727690492.4260805,354,nan
1727691808.938479,355,nan
1727693130.9201362,356,nan
1727694449.532693,357,nan
1727695767.5447514,358,nan
1727697082.359585,359,nan
1727698405.9837337,360,nan
1727699717.3941133,361,nan
1727701040.366752,362,nan
1727702361.8706048,363,nan
1727703682.6164849,364,nan
1727704999.1060138,365,nan
1727706320.3415391,366,nan
1727707634.3943415,367,nan
1727708952.580198,368,nan
1727710267.5913572,369,nan
1727711582.7721612,370,nan
1727712897.4425704,371,nan
1727714215.7406561,372,nan
1727715539.5879858,373,nan
1727716864.8557897,374,nan
1727718182.9258542,375,nan
1727719502.2981503,376,nan
1727720822.1790204,377,nan
1727722137.7526927,378,nan
1727723454.5207486,379,nan
1727724769.740678,380,nan
1727726081.9019508,381,nan
1727727396.6104233,382,nan
1727728711.6338289,383,nan
1727730025.7307522,384,nan
1727731341.396859,385,nan
1727732657.5483773,386,nan
1727733970.6765308,387,nan
1727735287.7097309,388,nan
1727736602.6259415,389,nan
1727737917.0890145,390,nan
1727739236.7806194,391,nan
1727740553.2189646,392,nan
1727741885.6514938,393,nan
1727743356.369255,394,nan
1727744837.6444275,395,nan
1727746320.7919621,396,nan
1727747787.6004522,397,nan
1727749275.3910728,398,nan
1727750749.4804554,399,nan
1727752129.7689066,400,nan
1727753440.9969995,401,nan
1727754748.4037063,402,nan
1727756061.646058,403,nan
1727757376.6180854,404,nan
1727758689.2461233,405,nan
1727760004.152884,406,nan
1727761319.644338,407,nan
1727762632.529475,408,nan
1727763944.102794,409,nan
1727765253.6887238,410,nan
1727766570.0948677,411,nan
1727767884.5408144,412,nan
1727769202.1775665,413,nan
1727770518.4854422,414,nan
1727771834.2419813,415,nan
1727773146.292938,416,nan
1727774462.4011648,417,nan
1727775784.8317065,418,nan
1727777123.763637,419,nan
1727778442.0300457,420,nan
1727779765.0455031,421,nan
1727781082.1478302,422,nan
1727782399.1812756,423,nan
1727783711.7957184,424,nan
